numerai_ticker,ticker_cleaned,name,market_country,trends_us
AXGN,AXGN,axogen,us,
GWRE,GWRE,guidewire software,us,
NBHC,NBHC,national bank holdings,us,
VAC,VAC,marriott vacations worldwide,us,
ACHC,ACHC,acadia healthcare,us,
VSTM,VSTM,verastem,us,
PBF,PBF,pbf energy,us,
YELP,YELP,yelp,us,
FBIO,FBIO,fortress biotech,us,
CPRI,CPRI,capri holdings,us,
TRIP,TRIP,tripadvisor,us,
IGT,IGT,international game technology,us,
GLNG,GLNG,golar lng,us,
TPH,TPH,tri pointe homes,us,
CBRE,CBRE,cbre group,us,
BLKB,BLKB,blackbaud,us,
TRTN,TRTN,triton international,us,
SNDR,SNDR,schneider national,us,
ALNY,ALNY,alnylam pharmaceuticals,us,
NUVA,NUVA,nuvasive,us,
ANGO,ANGO,angiodynamics,us,
CATM,CATM,cardtronics,us,
UCTT,UCTT,ultra clean holdings,us,
CNS,CNS,cohen steers,us,
LXFR,LXFR,luxfer holdings,us,
SBBP,SBBP,strongbridge biopharma,us,
LYB,LYB,lyondellbasell industries,us,
FRO,FRO,frontline,us,
ESI,ESI,element solutions,us,
NETI,NETI,eneti,us,
ALLE,ALLE,allegion,us,
GAN,GAN,gan,us,
LPG,LPG,dorian lpg,us,
ATH,ATH,athene holding,us,
APG,APG,api group,us,
NVT,NVT,nvent electric,us,
ACA,ACA,arcosa,us,
IMUX,IMUX,immunic,us,
ESGC,ESGC,eros stx global,us,
IMAX,IMAX,imax,us,
LULU,LULU,lululemon athletica,us,
