,numerai_ticker,ticker_cleaned,name,market_country
3714,IPAR,IPAR,inter parfums,us
3715,PII,PII,polaris,us
3716,ICPT,ICPT,intercept pharmaceuticals,us
3717,PXD,PXD,pioneer natural resources,us
3718,USM,USM,united states cellular,us
3719,MAN,MAN,manpowergroup,us
3720,MGM,MGM,mgm resorts international,us
3721,WM,WM,waste management,us
3722,DELL,DELL,dell technologies,us
3723,SSP,SSP,ew scripps,us
3724,IIVI,IIVI,iivi,us
3725,FCX,FCX,freeportmcmoran,us
3726,CDMO,CDMO,avid bioservices,us
3727,ODP,ODP,odp,us
3728,MTH,MTH,meritage homes,us
3729,ARCH,ARCH,arch resources,us
3730,WRB,WRB,w r berkley,us
3731,CINF,CINF,cincinnati financial,us
3732,ORI,ORI,old republic international,us
3733,MGPI,MGPI,mgp ingredients,us
3734,DDD,DDD,3d systems,us
3735,DVN,DVN,devon energy,us
3736,LNN,LNN,lindsay,us
3737,LH,LH,laboratory america holdings,us
3738,WDAY,WDAY,workday,us
3739,VLO,VLO,valero energy,us
3740,TRS,TRS,trimas,us
3741,IEX,IEX,idex,us
3742,TCF,TCF,tcf financial,us
3743,ARGO,ARGO,argo group international holdings,us
3744,TECH,TECH,biotechne,us
3745,BRO,BRO,brown brown,us
3746,AMBA,AMBA,ambarella,us
3747,SIG,SIG,signet jewelers,us
3748,PRTK,PRTK,paratek pharmaceuticals,us
3749,NLOK,NLOK,nortonlifelock,us
3750,SPWH,SPWH,sportsman's warehouse holdings,us
3751,ABBV,ABBV,abbvie,us
3752,APAM,APAM,artisan partners asset management,us
3753,CGNX,CGNX,cognex,us
3754,PBCT,PBCT,people's united financial,us
3755,ENTA,ENTA,enanta pharmaceuticals,us
3756,VOYA,VOYA,voya financial,us
3757,CRUS,CRUS,cirrus logic,us
3758,NEOG,NEOG,neogen,us
3759,LEA,LEA,lear,us
3760,EOG,EOG,eog resources,us
3761,BCC,BCC,boise cascade,us
3762,ZIXI,ZIXI,zix,us
3763,SFBS,SFBS,servisfirst bancshares,us
3764,LSCC,LSCC,lattice semiconductor,us
3765,TMHC,TMHC,taylor morrison home,us
3766,BMTC,BMTC,bryn mawr bank,us
3767,CPF,CPF,central pacific financial,us
3768,DGII,DGII,digi international,us
3769,EA,EA,electronic arts,us
3770,HMHC,HMHC,houghton mifflin harcourt,us
3771,PRTA,PRTA,prothena,us
3772,FBNC,FBNC,first bancorp,us
3773,CHCO,CHCO,city holding,us
3774,CBU,CBU,community bank system,us
3775,FBP,FBP,first bancorp,us
3776,GBCI,GBCI,glacier bancorp,us
3777,FRME,FRME,first merchants,us
3778,TVTX,TVTX,travere therapeutics,us
3779,INDB,INDB,independent bank,us
3780,IBCP,IBCP,independent bank,us
3781,LSXMA,LSXMA,liberty siriusxm group,us
3782,LSXMK,LSXMK,liberty siriusxm group,us
3783,XONE,XONE,exone,us
3784,ONB,ONB,old national bancorp,us
3785,IMGN,IMGN,immunogen,us
3786,PEBO,PEBO,peoples bancorp,us
3787,SIGI,SIGI,selective insurance group,us
3788,SIVB,SIVB,svb financial group,us
3789,WSFS,WSFS,wsfs financial,us
3790,WAFD,WAFD,washington federal,us
3791,WBS,WBS,webster financial,us
3792,WSBC,WSBC,wesbanco,us
3793,SBCF,SBCF,seacoast banking florida,us
3794,FFBC,FFBC,first financial bancorp,us
3795,BLFS,BLFS,biolife solutions,us
3796,TALO,TALO,talos energy,us
3797,TMP,TMP,tompkins financial,us
3798,UBSI,UBSI,united bankshares,us
3799,UFCS,UFCS,united fire group,us
3800,NVEE,NVEE,nv5 global,us
3801,PFSI,PFSI,pennymac financial services,us
3802,IBTX,IBTX,independent bank group,us
3803,MODN,MODN,model n,us
3804,RBNC,RBNC,reliant bancorp,us
3805,TSC,TSC,tristate capital holdings,us
3806,CNOB,CNOB,connectone bancorp,us
3807,EPZM,EPZM,epizyme,us
3808,ECOM,ECOM,channeladvisor,us
3809,TMUS,TMUS,tmobile us,us
3810,NCBS,NCBS,nicolet bankshares,us
3811,IQV,IQV,iqvia holdings,us
3812,SFM,SFM,sprouts farmers market,us
3813,FI,FI,frank's international,us
3814,BLUE,BLUE,bluebird bio,us
3815,CCS,CCS,century communities,us
3816,NSTG,NSTG,nanostring technologies,us
3817,COMM,COMM,commscope holding,us
3818,NWSA,NWSA,news,us
3819,NWS,NWS,news,us
3820,NDLS,NDLS,noodles,us
3821,FNB,FNB,fnb,us
3822,AGIO,AGIO,agios pharmaceuticals,us
3823,ANIP,ANIP,ani pharmaceuticals,us
3824,FCF,FCF,first commonwealth financial,us
3825,THFF,THFF,first financial,us
3826,ASC,ASC,ardmore shipping,us
3827,CWEN-A,CWEN,clearway energy,us
3828,CWEN,CWEN,clearway energy,us
3829,SC,SC,santander consumer usa holdings,us
3830,FLIC,FLIC,first long island,us
3831,USFD,USFD,us foods holding,us
3832,PGEN,PGEN,precigen,us
3833,FOXF,FOXF,fox factory holding,us
3834,BUSE,BUSE,first busey,us
3835,AR,AR,antero resources,us
3836,FEYE,FEYE,fireeye,us
3837,MUSA,MUSA,murphy usa,us
3838,XLRN,XLRN,acceleron pharma,us
3839,HBNC,HBNC,horizon bancorp,us
3840,CHGG,CHGG,chegg,us
3841,BNFT,BNFT,benefitfocus,us
3842,FATE,FATE,fate therapeutics,us
3843,AAOI,AAOI,applied optoelectronics,us
3844,ISEE,ISEE,iveric bio,us
3845,RMAX,RMAX,remax holdings,us
3846,PINC,PINC,premier,us
3847,GLOB,GLOB,globant,us
3848,LGIH,LGIH,lgi homes,us
3849,RNG,RNG,ringcentral,us
3850,MGNX,MGNX,macrogenics,us
3851,BURL,BURL,burlington stores,us
3852,SAIC,SAIC,science applications international,us
3853,VEEV,VEEV,veeva systems,us
3854,PTC,PTC,ptc,us
3855,LKFN,LKFN,lakeland financial,us
3856,ESNT,ESNT,essent group,us
3857,AERI,AERI,aerie pharmaceuticals,us
3858,TCS,TCS,container store group,us
3859,TWTR,TWTR,twitter,us
3860,EXPI,EXPI,exp world holdings,us
3861,GLYC,GLYC,glycomimetics,us
3862,AMRX,AMRX,amneal pharmaceuticals,us
3863,TNDM,TNDM,tandem diabetes care,us
3864,KPTI,KPTI,karyopharm therapeutics,us
3865,XNCR,XNCR,xencor,us
3866,VCYT,VCYT,veracyte,us
3867,MMI,MMI,marcus millichap,us
3868,VRNS,VRNS,varonis systems,us
3869,CWH,CWH,camping world holdings,us
3870,NBTB,NBTB,nbt bancorp,us
3871,KIN,KIN,kindred biosciences,us
3872,RARE,RARE,ultragenyx pharmaceutical,us
3873,OSBC,OSBC,old second bancorp,us
3874,CARA,CARA,cara therapeutics,us
3875,STAY,STAY,extended stay america,us
3876,TACO,TACO,del taco restaurants,us
3877,INGN,INGN,inogen,us
3878,PRK,PRK,park national,us
3879,SFNC,SFNC,simmons first national,us
3880,MBUU,MBUU,malibu boats,us
3881,DENN,DENN,denny's,us
3882,GIII,GIII,giii apparel group,us
3883,ITCI,ITCI,intracellular therapies,us
3884,GSBC,GSBC,great southern bancorp,us
3885,DRNA,DRNA,dicerna pharmaceuticals,us
3886,RVNC,RVNC,revance therapeutics,us
3887,FLXN,FLXN,flexion therapeutics,us
3888,IBP,IBP,installed building products,us
3889,OGS,OGS,one gas,us
3890,KN,KN,knowles,us
3891,CNCE,CNCE,concert pharmaceuticals,us
3892,STBA,STBA,st bancorp,us
3893,LE,LE,lands' end,us
3894,CBAY,CBAY,cymabay therapeutics,us
3895,HEAR,HEAR,turtle beach,us
3896,LC,LC,lendingclub,us
3897,SABR,SABR,sabre,us
3898,AUB,AUB,atlantic union bankshares,us
3899,NLTX,NLTX,neoleukin therapeutics,us
3900,RESN,RESN,resonant,us
3901,PCTY,PCTY,paylocity holding,us
3902,QUOT,QUOT,quotient technology,us
3903,MGNI,MGNI,magnite,us
3904,EGRX,EGRX,eagle pharmaceuticals,us
3905,RMNI,RMNI,rimini street,us
3906,UVSP,UVSP,univest financial,us
3907,AKBA,AKBA,akebia therapeutics,us
3908,WASH,WASH,washington trust bancorp,us
3909,QTWO,QTWO,q2 holdings,us
3910,TWOU,TWOU,2u,us
3911,GRUB,GRUB,grubhub,us
3912,FIVN,FIVN,five9,us
3913,MC,MC,moelis,us
3914,AGTC,AGTC,applied genetic technologies,us
3915,MEDP,MEDP,medpace holdings,us
3916,AGRX,AGRX,agile therapeutics,us
3917,TMST,TMST,timkensteel,us
3918,CVBF,CVBF,cvb financial,us
3919,BOX,BOX,box,us
3920,TMX,TMX,terminix global holdings,us
3921,PAHC,PAHC,phibro animal health,us
3922,PAYC,PAYC,paycom software,us
3923,WMS,WMS,advanced drainage systems,us
3924,QTNT,QTNT,quotient,us
3925,SMG,SMG,scotts miraclegro,us
3926,NERV,NERV,minerva neurosciences,us
3927,CTLT,CTLT,catalent,us
3928,ZEN,ZEN,zendesk,us
3929,KEYS,KEYS,keysight technologies,us
3930,TBPH,TBPH,theravance biopharma,us
3931,DNOW,DNOW,now,us
3932,LOB,LOB,live oak bancshares,us
3933,PRMW,PRMW,primo water,us
3934,ARES,ARES,ares management,us
3935,OEC,OEC,orion engineered carbons,us
3936,HRTG,HRTG,heritage insurance holdings,us
3937,SLM,SLM,slm,us
3938,RYAM,RYAM,rayonier advanced materials,us
3939,TRUE,TRUE,truecar,us
3940,COG,COG,cabot oil gas,us
3941,MRNS,MRNS,marinus pharmaceuticals,us
3942,DMTK,DMTK,dermtech,us
3943,GPRO,GPRO,gopro,us
3944,ARDX,ARDX,ardelyx,us
3945,SNDX,SNDX,syndax pharmaceuticals,us
3946,AMPH,AMPH,amphastar pharmaceuticals,us
3947,VEC,VEC,vectrus,us
3948,FFWM,FFWM,first foundation,us
3949,SYF,SYF,synchrony financial,us
3950,DOOR,DOOR,masonite international,us
3951,RLMD,RLMD,relmada therapeutics,us
3952,ANET,ANET,arista networks,us
3953,CSCO,CSCO,cisco systems,us
3954,HQY,HQY,healthequity,us
3955,HOLX,HOLX,hologic,us
3956,TRUP,TRUP,trupanion,us
3957,SAGE,SAGE,sage therapeutics,us
3958,CNNE,CNNE,cannae holdings,us
3959,ATEX,ATEX,anterix,us
3960,LNTH,LNTH,lantheus holdings,us
3961,XENT,XENT,intersect ent,us
3962,ATRA,ATRA,atara biotherapeutics,us
3963,OCUL,OCUL,ocular therapeutix,us
3964,BSIG,BSIG,brightsphere investment group,us
3965,ADVM,ADVM,adverum biotechnologies,us
3966,VKTX,VKTX,viking therapeutics,us
3967,AKTS,AKTS,akoustis technologies,us
3968,AXDX,AXDX,accelerate diagnostics,us
3969,LOCO,LOCO,el pollo loco holdings,us
3970,NBEV,NBEV,newage,us
3971,CFRX,CFRX,contrafect,us
3972,LBRDA,LBRDA,liberty broadband,us
3973,LBRDK,LBRDK,liberty broadband,us
3974,VICR,VICR,vicor,us
3975,AVNS,AVNS,avanos medical,us
3976,LSTR,LSTR,landstar system,us
3977,KMPR,KMPR,kemper,us
3978,UNVR,UNVR,univar solutions,us
3979,VYNE,VYNE,vyne therapeutics,us
3980,W,W,wayfair,us
3981,AAON,AAON,aaon,us
3982,CIVB,CIVB,civista bancshares,us
3983,RYTM,RYTM,rhythm pharmaceuticals,us
3984,GWB,GWB,great western bancorp,us
3985,CALA,CALA,calithera biosciences,us
3986,VBTX,VBTX,veritex holdings,us
3987,AFMD,AFMD,affimed,us
3988,PRAH,PRAH,pra health sciences,us
3989,CDK,CDK,cdk global,us
3990,MMSI,MMSI,merit medical systems,us
3991,FRPT,FRPT,freshpet,us
3992,CZR,CZR,caesars entertainment,us
3993,TBK,TBK,triumph bancorp,us
3994,CFG,CFG,citizens financial group,us
3995,CHRS,CHRS,coherus biosciences,us
3996,HUBS,HUBS,hubspot,us
3997,BOOT,BOOT,boot barn holdings,us
3998,FGEN,FGEN,fibrogen,us
3999,PANL,PANL,pangaea logistics solutions,us
4000,NVRO,NVRO,nevro,us
4001,WK,WK,workiva,us
4002,CRBP,CRBP,corbus pharmaceuticals holdings,us
4003,SIEN,SIEN,sientra,us
4004,SYNH,SYNH,syneos health,us
4005,UPLD,UPLD,upland software,us
4006,GRBK,GRBK,green brick partners,us
4007,JYNT,JYNT,joint,us
4008,AXTA,AXTA,axalta coating systems,us
4009,FND,FND,floor decor holdings,us
4010,NEWR,NEWR,new relic,us
4011,TBI,TBI,trueblue,us
4012,HCA,HCA,hca healthcare,us
4013,XLNX,XLNX,xilinx,us
4014,CURO,CURO,curo group holdings,us
4015,PARR,PARR,par pacific holdings,us
4016,GMS,GMS,gms,us
4017,PIRS,PIRS,pieris pharmaceuticals,us
4018,SUM,SUM,summit materials,us
4019,LCI,LCI,lannett,us
4020,VSTO,VSTO,vista outdoor,us
4021,ESTE,ESTE,earthstone energy,us
4022,SHAK,SHAK,shake shack,us
4023,INOV,INOV,inovalon holdings,us
4024,SYBT,SYBT,stock yards bancorp,us
4025,CC,CC,chemours,us
4026,TRMB,TRMB,trimble,us
4027,VERU,VERU,veru,us
4028,NVTA,NVTA,invitae,us
4029,EXPO,EXPO,exponent,us
4030,GDDY,GDDY,godaddy,us
4031,ENR,ENR,energizer holdings,us
4032,BHE,BHE,benchmark electronics,us
4033,FRTA,FRTA,forterra,us
4034,VRAY,VRAY,viewray,us
4035,SEDG,SEDG,solaredge technologies,us
4036,BLBD,BLBD,blue bird,us
4037,MTRX,MTRX,matrix service,us
4038,ESE,ESE,esco technologies,us
4039,CABO,CABO,cable one,us
4040,ETSY,ETSY,etsy,us
4041,BLD,BLD,topbuild,us
4042,PJT,PJT,pjt partners,us
4043,LITE,LITE,lumentum holdings,us
4044,ETH,ETH,ethan allen interiors,us
4045,BPMC,BPMC,blueprint medicines,us
4046,VIRT,VIRT,virtu financial,us
4047,OPRX,OPRX,optimizerx,us
4048,CVA,CVA,covanta holding,us
4049,CATY,CATY,cathay general bancorp,us
4050,CDAY,CDAY,ceridian hcm holding,us
4051,COLL,COLL,collegium pharmaceutical,us
4052,HAYN,HAYN,haynes international,us
4053,ALTA,ALTA,altabancorp,us
4054,PAVM,PAVM,pavmed,us
4055,CYH,CYH,community health systems,us
4056,DORM,DORM,dorman products,us
4057,AZO,AZO,autozone,us
4058,REGN,REGN,regeneron pharmaceuticals,us
4059,EVH,EVH,evolent health,us
4060,WING,WING,wingstop,us
4061,EXTN,EXTN,exterran,us
4062,X,X,united states steel,us
4063,GKOS,GKOS,glaukos,us
4064,IONS,IONS,ionis pharmaceuticals,us
4065,APPF,APPF,appfolio,us
4066,OLLI,OLLI,ollie's bargain outlet holdings,us
4067,ALRM,ALRM,alarmcom holdings,us
4068,FCFS,FCFS,firstcash,us
4069,DBI,DBI,designer brands,us
4070,NTRA,NTRA,natera,us
4071,MCRB,MCRB,seres therapeutics,us
4072,IDXX,IDXX,idexx laboratories,us
4073,AES,AES,aes,us
4074,HWC,HWC,hancock whitney,us
4075,TDOC,TDOC,teladoc health,us
4076,DIN,DIN,dine brands global,us
4077,KALU,KALU,kaiser aluminum,us
4078,ALKS,ALKS,alkermes,us
4079,MNST,MNST,monster beverage,us
4080,VRTX,VRTX,vertex pharmaceuticals,us
4081,MNRO,MNRO,monro,us
4082,LIND,LIND,lindblad expeditions holdings,us
4083,PRGS,PRGS,progress software,us
4084,MTG,MTG,mgic investment,us
4085,TVTY,TVTY,tivity health,us
4086,ZBRA,ZBRA,zebra technologies,us
4087,EZPW,EZPW,ezcorp,us
4088,PRA,PRA,proassurance,us
4089,BOKF,BOKF,bok financial,us
4090,SPNE,SPNE,seaspine holdings,us
4091,FIZZ,FIZZ,national beverage,us
4092,BIIB,BIIB,biogen,us
4093,MSGS,MSGS,madison square garden sports,us
4094,RPD,RPD,rapid7,us
4095,OOMA,OOMA,ooma,us
4096,CHMA,CHMA,chiasma,us
4097,DSKE,DSKE,daseke,us
4098,AGLE,AGLE,aeglea biotherapeutics,us
4099,FLOW,FLOW,spx flow,us
4100,PYPL,PYPL,paypal holdings,us
4101,ODFL,ODFL,old dominion freight line,us
4102,TRU,TRU,transunion,us
4103,HMN,HMN,horace mann educators,us
4104,WNC,WNC,wabash national,us
4105,LILA,LILA,liberty latin america,us
4106,LILAK,LILAK,liberty latin america,us
4107,WRLD,WRLD,world acceptance,us
4108,WETF,WETF,wisdomtree investments,us
4109,PRGO,PRGO,perrigo,us
4110,TTEK,TTEK,tetra tech,us
4111,AMSC,AMSC,american superconductor,us
4112,QCOM,QCOM,qualcomm,us
4113,GILD,GILD,gilead sciences,us
4114,PLNT,PLNT,planet fitness,us
4115,RUN,RUN,sunrun,us
4116,MCFT,MCFT,mastercraft boat holdings,us
4117,ROP,ROP,roper technologies,us
4118,SNPS,SNPS,synopsys,us
4119,ELY,ELY,callaway golf,us
4120,VRTS,VRTS,virtus investment partners,us
4121,MHK,MHK,mohawk industries,us
4122,LIN,LIN,linde,us
4123,CNR,CNR,cornerstone building brands,us
4124,RNST,RNST,renasant,us
4125,AGCO,AGCO,agco,us
4126,HLI,HLI,houlihan lokey,us
4127,BKE,BKE,buckle,us
4128,OLED,OLED,universal display,us
4129,BSX,BSX,boston scientific,us
4130,KSS,KSS,kohl's,us
4131,VBIV,VBIV,vbi vaccines,us
4132,STE,STE,steris,us
4133,USPH,USPH,us physical therapy,us
4134,BBBY,BBBY,bed bath beyond,us
4135,CACC,CACC,credit acceptance,us
4136,DHI,DHI,dr horton,us
4137,GBT,GBT,global blood therapeutics,us
4138,COLB,COLB,columbia banking system,us
4139,GPK,GPK,graphic packaging holding,us
4140,TWNK,TWNK,hostess brands,us
4141,FCEL,FCEL,fuelcell energy,us
4142,SBUX,SBUX,starbucks,us
4143,CENT,CENT,central garden pet,us
4144,CENTA,CENTA,central garden pet,us
4145,WIRE,WIRE,encore wire,us
4146,KW,KW,kennedywilson holdings,us
4147,CAKE,CAKE,cheesecake factory,us
4148,LFUS,LFUS,littelfuse,us
4149,ASGN,ASGN,asgn,us
4150,PSTG,PSTG,pure storage,us
4151,MTX,MTX,minerals technologies,us
4152,PDCO,PDCO,patterson companies,us
4153,SITE,SITE,siteone landscape supply,us
4154,RDN,RDN,radian group,us
4155,SGRY,SGRY,surgery partners,us
4156,KAI,KAI,kadant,us
4157,LGND,LGND,ligand pharmaceuticals,us
4158,GTLS,GTLS,chart industries,us
4159,SM,SM,sm energy,us
4160,MTCH,MTCH,match group,us
4161,KURA,KURA,kura oncology,us
4162,CTMX,CTMX,cytomx therapeutics,us
4163,NVCR,NVCR,novocure,us
4164,HOME,HOME,at home group,us
4165,RGNX,RGNX,regenxbio,us
4166,PEN,PEN,penumbra,us
4167,HPE,HPE,hewlett packard enterprise,us
4168,ANAB,ANAB,anaptysbio,us
4169,BRP,BRP,brp group,us
4170,ABTX,ABTX,allegiance bancshares,us
4171,DLTH,DLTH,duluth holdings,us
4172,WVE,WVE,wave life sciences,us
4173,VYGR,VYGR,voyager therapeutics,us
4174,AXSM,AXSM,axsome therapeutics,us
4175,APLS,APLS,apellis pharmaceuticals,us
4176,RRR,RRR,red rock resorts,us
4177,SQ,SQ,square,us
4178,MIME,MIME,mimecast,us
4179,TEAM,TEAM,atlassian,us
4180,WBT,WBT,welbilt,us
4181,RMR,RMR,rmr group,us
4182,FTV,FTV,fortive,us
4183,AGR,AGR,avangrid,us
4184,OCX,OCX,oncocyte,us
4185,NTNX,NTNX,nutanix,us
4186,HRI,HRI,herc holdings,us
4187,TRHC,TRHC,tabula rasa healthcare,us
4188,GCP,GCP,gcp applied technologies,us
4189,TCMD,TCMD,tactile systems technology,us
4190,EDIT,EDIT,editas medicine,us
4191,RETA,RETA,reata pharmaceuticals,us
4192,EIGR,EIGR,eiger biopharmaceuticals,us
4193,NGVT,NGVT,ingevity,us
4194,NTLA,NTLA,intellia therapeutics,us
4195,BATRK,BATRK,liberty braves group,us
4196,FWONA,FWONA,formula one group,us
4197,FWONK,FWONK,formula one group,us
4198,BALY,BALY,bally's,us
4199,ADNT,ADNT,adient,us
4200,SELB,SELB,selecta biosciences,us
4201,TWLO,TWLO,twilio,us
4202,VVV,VVV,valvoline,us
4203,JELD,JELD,jeldwen holding,us
4204,PI,PI,impinj,us
4205,SYRS,SYRS,syros pharmaceuticals,us
4206,HGV,HGV,hilton grand vacations,us
4207,KDMN,KDMN,kadmon holdings,us
4208,KIDS,KIDS,orthopediatrics,us
4209,TPIC,TPIC,tpi composites,us
4210,GOLF,GOLF,acushnet holdings,us
4211,SMPL,SMPL,simply good foods,us
4212,HONE,HONE,harborone bancorp,us
4213,AA,AA,alcoa,us
4214,KNSL,KNSL,kinsale capital group,us
4215,YETI,YETI,yeti holdings,us
4216,FHB,FHB,first hawaiian,us
4217,PTGX,PTGX,protagonist therapeutics,us
4218,INSW,INSW,international seaways,us
4219,MDGL,MDGL,madrigal pharmaceuticals,us
4220,NLS,NLS,nautilus,us
4221,CREE,CREE,cree,us
4222,DFIN,DFIN,donnelley financial solutions,us
4223,LIVN,LIVN,livanova,us
4224,CRY,CRY,cryolife,us
4225,UEIC,UEIC,universal electronics,us
4226,FBK,FBK,fb financial,us
4227,EVBG,EVBG,everbridge,us
4228,TTD,TTD,trade desk,us
4229,ELF,ELF,elf beauty,us
4230,HUM,HUM,humana,us
4231,AVID,AVID,avid technology,us
4232,INTU,INTU,intuit,us
4233,SCVL,SCVL,shoe carnival,us
4234,CSTR,CSTR,capstar financial holdings,us
4235,MCHP,MCHP,microchip technology,us
4236,BOMN,BOMN,boston omaha,us
4237,CHS,CHS,chico's fas,us
4238,FLGT,FLGT,fulgent genetics,us
4239,BANF,BANF,bancfirst,us
4240,CB,CB,chubb,us
4241,DZSI,DZSI,dzs,us
4242,COUP,COUP,coupa software,us
4243,SANM,SANM,sanmina,us
4244,TCBK,TCBK,trico bancshares,us
4245,ATR,ATR,aptargroup,us
4246,ORLY,ORLY,o'reilly automotive,us
4247,RCL,RCL,royal caribbean group,us
4248,HWM,HWM,howmet aerospace,us
4249,AVNT,AVNT,avient,us
4250,JBL,JBL,jabil,us
4251,RGA,RGA,reinsurance group america,us
4252,GABC,GABC,german american bancorp,us
4253,CDW,CDW,cdw,us
4254,RIG,RIG,transocean,us
4255,ALL,ALL,allstate,us
4256,IRTC,IRTC,irhythm technologies,us
4257,LGF-A,LGF,lions gate entertainment,us
4258,LGF-B,LGF,lions gate entertainment,us
4259,OFIX,OFIX,orthofix medical,us
4260,SPNS,SPNS,sapiens international,us
4261,PZZA,PZZA,papa john's international,us
4262,THRM,THRM,gentherm,us
4263,BL,BL,blackline,us
4264,YUMC,YUMC,yum china holdings,us
4265,GRWG,GRWG,growgeneration,us
4266,BCO,BCO,brink's,us
4267,MCRI,MCRI,monarch casino resort,us
4268,CNDT,CNDT,conduent,us
4269,BWA,BWA,borgwarner,us
4270,SPTN,SPTN,spartannash,us
4271,PFGC,PFGC,performance food group,us
4272,LW,LW,lamb weston holdings,us
4273,ARWR,ARWR,arrowhead pharmaceuticals,us
4274,CASH,CASH,meta financial group,us
4275,KDP,KDP,keurig dr pepper,us
4276,MAR,MAR,marriott international,us
4277,BDC,BDC,belden,us
4278,QCRH,QCRH,qcr holdings,us
4279,VREX,VREX,varex imaging,us
4280,BYD,BYD,boyd gaming,us
4281,CKPT,CKPT,checkpoint therapeutics,us
4282,DECK,DECK,deckers outdoor,us
4283,ALBO,ALBO,albireo pharma,us
4284,COST,COST,costco wholesale,us
4285,FFIN,FFIN,first financial bankshares,us
4286,PTEN,PTEN,pattersonuti energy,us
4287,INCY,INCY,incyte,us
4288,ROCK,ROCK,gibraltar industries,us
4289,ITRI,ITRI,itron,us
4290,URBN,URBN,urban outfitters,us
4291,CNTY,CNTY,century casinos,us
4292,CARS,CARS,carscom,us
4293,UFPI,UFPI,ufp industries,us
4294,ICHR,ICHR,ichor holdings,us
4295,FWRD,FWRD,forward air,us
4296,BYSI,BYSI,beyondspring,us
4297,BPFH,BPFH,boston private financial holdings,us
4298,VIAV,VIAV,viavi solutions,us
4299,KALV,KALV,kalvista pharmaceuticals,us
4300,NYCB,NYCB,new york community bancorp,us
4301,CASA,CASA,casa systems,us
4302,SHOO,SHOO,steven madden,us
4303,EMN,EMN,eastman chemical,us
4304,UFPT,UFPT,ufp technologies,us
4305,LNG,LNG,cheniere energy,us
4306,MED,MED,medifast,us
4307,NEX,NEX,nextier oilfield solutions,us
4308,HAIN,HAIN,hain celestial group,us
4309,WTTR,WTTR,select energy services,us
4310,JNCE,JNCE,jounce therapeutics,us
4311,DSPG,DSPG,dsp group,us
4312,MLM,MLM,martin marietta materials,us
4313,TSCO,TSCO,tractor supply,us
4314,ALB,ALB,albemarle,us
4315,BZH,BZH,beazer homes usa,us
4316,IVZ,IVZ,invesco,us
4317,WRK,WRK,westrock,us
4318,BCRX,BCRX,biocryst pharmaceuticals,us
4319,NNBR,NNBR,nn,us
4320,CPRT,CPRT,copart,us
4321,SCSC,SCSC,scansource,us
4322,MPAA,MPAA,motorcar parts america,us
4323,LMNR,LMNR,limoneira,us
4324,FMBH,FMBH,first mid bancshares,us
4325,EXP,EXP,eagle materials,us
4326,AEO,AEO,american eagle outfitters,us
4327,HLNE,HLNE,hamilton lane,us
4328,IR,IR,ingersoll rand,us
4329,NKTR,NKTR,nektar therapeutics,us
4330,PUMP,PUMP,propetro holding,us
4331,ABCB,ABCB,ameris bancorp,us
4332,TELL,TELL,tellurian,us
4333,PENN,PENN,penn national gaming,us
4334,SSD,SSD,simpson manufacturing,us
4335,LBRT,LBRT,liberty oilfield services,us
4336,HCC,HCC,warrior met coal,us
4337,FDP,FDP,fresh del monte produce,us
4338,GBX,GBX,greenbrier companies,us
4339,SOI,SOI,solaris oilfield infrastructure,us
4340,ARD,ARD,ardagh group,us
4341,ADTN,ADTN,adtran,us
4342,AMED,AMED,amedisys,us
4343,YEXT,YEXT,yext,us
4344,DAR,DAR,darling ingredients,us
4345,AYX,AYX,alteryx,us
4346,SIRI,SIRI,sirius xm holdings,us
4347,RS,RS,reliance steel aluminum,us
4348,OKTA,OKTA,okta,us
4349,KNX,KNX,knightswift transportation holdings,us
4350,AZPN,AZPN,aspen technology,us
4351,CVLG,CVLG,covenant logistics group,us
4352,NWBI,NWBI,northwest bancshares,us
4353,CADE,CADE,cadence bancorporation,us
4354,COF,COF,capital one financial,us
4355,CVNA,CVNA,carvana,us
4356,CLDR,CLDR,cloudera,us
4357,URGN,URGN,urogen pharma,us
4358,VERI,VERI,veritone,us
4359,BHVN,BHVN,biohaven pharmaceutical holding,us
4360,AM,AM,antero midstream,us
4361,OVID,OVID,ovid therapeutics,us
4362,SVRA,SVRA,savara,us
4363,APPN,APPN,appian,us
4364,MGY,MGY,magnolia oil gas,us
4365,GNTY,GNTY,guaranty bancshares,us
4366,GTHX,GTHX,g1 therapeutics,us
4367,FOCS,FOCS,focus financial partners,us
4368,HAFC,HAFC,hanmi financial,us
4369,AGS,AGS,playags,us
4370,NSIT,NSIT,insight enterprises,us
4371,SSTI,SSTI,shotspotter,us
4372,RCII,RCII,rentacenter,us
4373,WOW,WOW,wideopenwest,us
4374,BRKS,BRKS,brooks automation,us
4375,SGH,SGH,smart global holdings,us
4376,ACIW,ACIW,aci worldwide,us
4377,BY,BY,byline bancorp,us
4378,DLTR,DLTR,dollar tree,us
4379,NATI,NATI,national instruments,us
4380,MRSN,MRSN,mersana therapeutics,us
4381,ABC,ABC,amerisourcebergen,us
4382,CBZ,CBZ,cbiz,us
4383,BMRC,BMRC,bank marin bancorp,us
4384,BHF,BHF,brighthouse financial,us
4385,HLIT,HLIT,harmonic,us
4386,DRI,DRI,darden restaurants,us
4387,RMD,RMD,resmed,us
4388,BBCP,BBCP,concrete pumping holdings,us
4389,RDFN,RDFN,redfin,us
4390,BKR,BKR,baker hughes,us
4391,PETQ,PETQ,petiq,us
4392,GNPX,GNPX,genprex,us
